#	X	Y
	0	9.996477E-4
	1	9.992835E-4
	2	9.989222E-4
	3	9.985465E-4
	4	9.981915E-4
	5	9.978251E-4
	6	9.974567E-4
	7	9.971025E-4
	8	9.967311E-4
	9	9.96368E-4
	10	9.960016E-4
	11	9.956429E-4
	12	9.952788E-4
	13	9.949083E-4
	14	9.945467E-4
	15	9.941907E-4
	16	9.938269E-4
	17	9.93466E-4
	18	9.931077E-4
	19	9.927396E-4
	20	9.923863E-4
	21	9.920135E-4
	22	9.916625E-4
	23	9.91297E-4
	24	9.90939E-4
	25	9.905759E-4
	26	9.902173E-4
	27	9.898527E-4
	28	9.895015E-4
	29	9.891338E-4
	30	9.887833E-4
	31	9.88421E-4
	32	9.880655E-4
	33	9.877033E-4
	34	9.873472E-4
	35	9.869898E-4
	36	9.86636E-4
	37	9.862732E-4
	38	9.859256E-4
	39	9.855585E-4
	40	9.852065E-4
	41	9.848482E-4
	42	9.844892E-4
	43	9.841411E-4
	44	9.837818E-4
	45	9.834339E-4
	46	9.830743E-4
	47	9.827174E-4
	48	9.823651E-4
	49	9.820175E-4
	50	9.816533E-4
	51	9.813037E-4
	52	9.809538E-4
	53	9.80593E-4
	54	9.802429E-4
	55	9.798968E-4
	56	9.795373E-4
	57	9.791877E-4
	58	9.788412E-4
	59	9.784818E-4
	60	9.781324E-4
	61	9.777851E-4
	62	9.774318E-4
	63	9.770778E-4
	64	9.767306E-4
	65	9.7637915E-4
	66	9.760326E-4
	67	9.7567856E-4
	68	9.753321E-4
	69	9.749852E-4
	70	9.7463414E-4
	71	9.742901E-4
	72	9.7392465E-4
	73	9.7358075E-4
	74	9.732369E-4
	75	9.7288704E-4
	76	9.7254495E-4
	77	9.721966E-4
	78	9.718502E-4
	79	9.715066E-4
	80	9.711607E-4
	81	9.7080506E-4
	82	9.70457E-4
	83	9.701176E-4
	84	9.697738E-4
	85	9.694237E-4
	86	9.69085E-4
	87	9.687245E-4
	88	9.6838374E-4
	89	9.6804806E-4
	90	9.6769934E-4
	91	9.673559E-4
	92	9.6701074E-4
	93	9.666636E-4
	94	9.6631737E-4
	95	9.659834E-4
	96	9.656425E-4
	97	9.6529484E-4
	98	9.6495415E-4
	99	9.6461095E-4
	100	9.6427096E-4
	101	9.6392765E-4
	102	9.6358696E-4
	103	9.632471E-4
	104	9.6289924E-4
	105	9.625595E-4
	106	9.622213E-4
	107	9.6188055E-4
	108	9.615405E-4
	109	9.611979E-4
	110	9.608624E-4
	111	9.605178E-4
	112	9.601779E-4
	113	9.598497E-4
	114	9.5950515E-4
	115	9.591589E-4
	116	9.588292E-4
	117	9.584902E-4
	118	9.581498E-4
	119	9.5781696E-4
	120	9.574782E-4
	121	9.571364E-4
	122	9.568087E-4
	123	9.564597E-4
	124	9.561289E-4
	125	9.557926E-4
	126	9.5545274E-4
	127	9.551237E-4
	128	9.547834E-4
	129	9.5444894E-4
	130	9.5410994E-4
	131	9.537827E-4
	132	9.53448E-4
	133	9.531069E-4
	134	9.527744E-4
	135	9.5243566E-4
	136	9.521097E-4
	137	9.517727E-4
	138	9.514365E-4
	139	9.511142E-4
	140	9.507752E-4
	141	9.5043436E-4
	142	9.5010473E-4
	143	9.4977114E-4
	144	9.494417E-4
	145	9.4910595E-4
	146	9.4878074E-4
	147	9.484421E-4
	148	9.4811816E-4
	149	9.4778184E-4
	150	9.474602E-4
	151	9.4711955E-4
	152	9.467992E-4
	153	9.464661E-4
